cluster,x,y,theta_1,theta_2,ra_deg,dec_deg,dist_center_radians,amp_fit,x_center_fit,y_center_fit,sigma_x_fit,sigma_y_fit,theta,offset,amp_snr,x_snr,y_snr,sigma_x_snr,sigma_y_snr,theta_snr,offset_snr,snr,masked,noise_ps,hits_ps,Unnamed: 0,Source,rms_map,rms_snr,avg_snr,ntail,amp_fit_snr,mean_fit_snr,std_fit_snr,red_type,cntr_01,dist_x,pang_x,ra_01,dec_01,ra,dec,err_maj,err_min,err_ang,designation,j_m,j_cmsig,j_msigcom,j_snr,h_m,h_cmsig,h_msigcom,h_snr,k_m,k_cmsig,k_msigcom,k_snr,ph_qual,rd_flg,bl_flg,cc_flg,ndet,gal_contam,mp_flg,j_h,h_k,j_k,GroupID,GroupSize,Separation
ACT-CLJ0219.9+0246,100.0,76.0,3.0,5.0,35.01441075376511,2.734361992629555,0.0010279875990118876,0.0024496246255337794,99.99999893271915,75.9999997111258,2.999999447729447,2.9999990853857406,0.0,5.969087584925086E-6,3.286557118325608,98.1393610935056,78.72462427427541,2.9200393853914743,7.82767710271408,-0.6250511303803217,0.009335240712006861,6.000179767608643,0.0,4.316547710914165E-4,362171.28125,42,ACT-CLJ0219.9+0246,1.705290261857E-4,1.006470522123751,-0.1318523167070479,0.0,3035.793271923992,-0.0150181574085095,1.0114600678293149,20.0,43,211.030747,144.348115,34.97992706,2.782140255,35.014133,2.734507,0.19,0.16,2,02200339+0244042,16.789,0.183,0.183,6.7,16.197,0.254,0.254,5.0,15.036,0.142,0.142,8.8,CDB,222,111,000,060606,0,0,0.592,1.161,1.753,10,11,1.1269708406001633
ACT-CLJ0219.9+0246,100.0,76.0,3.0,6.0,35.01441075376511,2.734361992629555,0.0010279875990118876,0.0024496246255337794,99.99999893271915,75.9999997111258,2.999999447729447,2.9999990853857406,0.0,5.969087584925086E-6,3.286557118325608,98.1393610935056,78.72462427427541,2.9200393853914743,7.82767710271408,-0.6250511303803217,0.009335240712006861,6.000179767608643,0.0,4.316547710914165E-4,362171.28125,42,ACT-CLJ0219.9+0246,1.705290261857E-4,1.006470522123751,-0.1318523167070479,0.0,3035.793271923992,-0.0150181574085095,1.0114600678293149,20.0,43,211.030747,144.348115,34.97992706,2.782140255,35.014133,2.734507,0.19,0.16,2,02200339+0244042,16.789,0.183,0.183,6.7,16.197,0.254,0.254,5.0,15.036,0.142,0.142,8.8,CDB,222,111,000,060606,0,0,0.592,1.161,1.753,10,11,1.1269708406001633
ACT-CLJ0219.9+0246,100.0,76.0,3.0,7.0,35.01441075376511,2.734361992629555,0.0010279875990118876,0.0024496246255337794,99.99999893271915,75.9999997111258,2.999999447729447,2.9999990853857406,0.0,5.969087584925086E-6,3.286557118325608,98.1393610935056,78.72462427427541,2.9200393853914743,7.82767710271408,-0.6250511303803217,0.009335240712006861,6.000179767608643,0.0,4.316547710914165E-4,362171.28125,42,ACT-CLJ0219.9+0246,1.705290261857E-4,1.006470522123751,-0.1318523167070479,0.0,3035.793271923992,-0.0150181574085095,1.0114600678293149,20.0,43,211.030747,144.348115,34.97992706,2.782140255,35.014133,2.734507,0.19,0.16,2,02200339+0244042,16.789,0.183,0.183,6.7,16.197,0.254,0.254,5.0,15.036,0.142,0.142,8.8,CDB,222,111,000,060606,0,0,0.592,1.161,1.753,10,11,1.1269708406001633
ACT-CLJ0219.9+0246,99.0,76.0,4.0,5.0,35.01496694218826,2.734361976549952,0.0010336879136905424,0.002629790385939961,98.99999920589353,75.99999933719292,2.999993680869198,2.9999945897978963,0.0,5.870693180805614E-6,3.2993715775386225,98.19091114425981,78.62985411288145,2.928716741553444,7.716247648462968,-0.6287526571428513,0.009376709204162887,6.375802516937256,0.0,4.349377704784274E-4,404760.625,42,ACT-CLJ0219.9+0246,1.705290261857E-4,1.006470522123751,-0.1318523167070479,0.0,3035.793271923992,-0.0150181574085095,1.0114600678293149,20.0,43,211.030747,144.348115,34.97992706,2.782140255,35.014133,2.734507,0.19,0.16,2,02200339+0244042,16.789,0.183,0.183,6.7,16.197,0.254,0.254,5.0,15.036,0.142,0.142,8.8,CDB,222,111,000,060606,0,0,0.592,1.161,1.753,10,11,3.0438815428289456
ACT-CLJ0219.9+0246,99.0,76.0,4.0,6.0,35.01496694218826,2.734361976549952,0.0010336879136905424,0.002629790385939961,98.99999920589353,75.99999933719292,2.999993680869198,2.9999945897978963,0.0,5.870693180805614E-6,3.2993715775386225,98.19091114425981,78.62985411288145,2.928716741553444,7.716247648462968,-0.6287526571428513,0.009376709204162887,6.375802516937256,0.0,4.349377704784274E-4,404760.625,42,ACT-CLJ0219.9+0246,1.705290261857E-4,1.006470522123751,-0.1318523167070479,0.0,3035.793271923992,-0.0150181574085095,1.0114600678293149,20.0,43,211.030747,144.348115,34.97992706,2.782140255,35.014133,2.734507,0.19,0.16,2,02200339+0244042,16.789,0.183,0.183,6.7,16.197,0.254,0.254,5.0,15.036,0.142,0.142,8.8,CDB,222,111,000,060606,0,0,0.592,1.161,1.753,10,11,3.0438815428289456
ACT-CLJ0219.9+0246,99.0,76.0,4.0,7.0,35.01496694218826,2.734361976549952,0.0010336879136905424,0.002629790385939961,98.99999920589353,75.99999933719292,2.999993680869198,2.9999945897978963,0.0,5.870693180805614E-6,3.2993715775386225,98.19091114425981,78.62985411288145,2.928716741553444,7.716247648462968,-0.6287526571428513,0.009376709204162887,6.375802516937256,0.0,4.349377704784274E-4,404760.625,42,ACT-CLJ0219.9+0246,1.705290261857E-4,1.006470522123751,-0.1318523167070479,0.0,3035.793271923992,-0.0150181574085095,1.0114600678293149,20.0,43,211.030747,144.348115,34.97992706,2.782140255,35.014133,2.734507,0.19,0.16,2,02200339+0244042,16.789,0.183,0.183,6.7,16.197,0.254,0.254,5.0,15.036,0.142,0.142,8.8,CDB,222,111,000,060606,0,0,0.592,1.161,1.753,10,11,3.0438815428289456
ACT-CLJ0219.9+0246,100.0,76.0,5.0,6.0,35.01441075376511,2.734361992629555,0.0010279875990118876,0.0024496246255337794,99.99999893271915,75.9999997111258,2.999999447729447,2.9999990853857406,0.0,5.969087584925086E-6,3.286557118325608,98.1393610935056,78.72462427427541,2.9200393853914743,7.82767710271408,-0.6250511303803217,0.009335240712006861,6.000179767608643,0.0,4.316547710914165E-4,362171.28125,42,ACT-CLJ0219.9+0246,1.705290261857E-4,1.006470522123751,-0.1318523167070479,0.0,3035.793271923992,-0.0150181574085095,1.0114600678293149,20.0,43,211.030747,144.348115,34.97992706,2.782140255,35.014133,2.734507,0.19,0.16,2,02200339+0244042,16.789,0.183,0.183,6.7,16.197,0.254,0.254,5.0,15.036,0.142,0.142,8.8,CDB,222,111,000,060606,0,0,0.592,1.161,1.753,10,11,1.1269708406001633
ACT-CLJ0219.9+0246,100.0,76.0,5.0,7.0,35.01441075376511,2.734361992629555,0.0010279875990118876,0.0024496246255337794,99.99999893271915,75.9999997111258,2.999999447729447,2.9999990853857406,0.0,5.969087584925086E-6,3.286557118325608,98.1393610935056,78.72462427427541,2.9200393853914743,7.82767710271408,-0.6250511303803217,0.009335240712006861,6.000179767608643,0.0,4.316547710914165E-4,362171.28125,42,ACT-CLJ0219.9+0246,1.705290261857E-4,1.006470522123751,-0.1318523167070479,0.0,3035.793271923992,-0.0150181574085095,1.0114600678293149,20.0,43,211.030747,144.348115,34.97992706,2.782140255,35.014133,2.734507,0.19,0.16,2,02200339+0244042,16.789,0.183,0.183,6.7,16.197,0.254,0.254,5.0,15.036,0.142,0.142,8.8,CDB,222,111,000,060606,0,0,0.592,1.161,1.753,10,11,1.1269708406001633
ACT-CLJ0219.9+0246,100.0,76.0,6.0,7.0,35.01441075376511,2.734361992629555,0.0010279875990118876,0.0024496246255337794,99.99999893271915,75.9999997111258,2.999999447729447,2.9999990853857406,0.0,5.969087584925086E-6,3.286557118325608,98.1393610935056,78.72462427427541,2.9200393853914743,7.82767710271408,-0.6250511303803217,0.009335240712006861,6.000179767608643,0.0,4.316547710914165E-4,362171.28125,42,ACT-CLJ0219.9+0246,1.705290261857E-4,1.006470522123751,-0.1318523167070479,0.0,3035.793271923992,-0.0150181574085095,1.0114600678293149,20.0,43,211.030747,144.348115,34.97992706,2.782140255,35.014133,2.734507,0.19,0.16,2,02200339+0244042,16.789,0.183,0.183,6.7,16.197,0.254,0.254,5.0,15.036,0.142,0.142,8.8,CDB,222,111,000,060606,0,0,0.592,1.161,1.753,10,11,1.1269708406001633
ACT-CLJ0229.6-0336,113.0,137.0,3.0,4.0,37.43711638909163,-3.6238235246321993,5.33383152212123E-4,0.002235845219760995,113.00000000172228,136.99999996762995,3.0000003775128072,3.000000322245528,0.0,1.8543962249605925E-5,4.751592908847869,114.26611957711349,138.42119234019663,7.18247738490515,5.087402239917237,0.46639553622911767,0.009390602909840567,7.223400592803955,0.0,2.5368487695232034E-4,1020871.625,56,ACT-CLJ0229.6-0336,2.754051131534E-4,1.15485705124274,-0.0985951672670794,0.0152415790275872,2905.983526190038,0.0138177705299789,1.0670816907166936,20.0,57,113.199494,120.597684,37.40983963,-3.609935045,37.43696,-3.62594,0.23,0.23,5,02294487-0337333,16.864,0.14,0.14,8.0,16.456,0.212,0.212,5.7,15.247,0.166,0.166,7.2,BCC,222,111,000,060606,0,0,0.408,1.209,1.617,,,7.640000514578501
ACT-CLJ0232.7+0214,149.0,45.0,4.0,5.0,38.202639163329295,2.1867974465998166,0.0011414449286088328,0.005336089741369848,148.99999964087638,45.00000231023221,2.999956981846416,2.9999588206450594,0.0,5.16789118212994E-6,4.9465422809184485,149.18443508017828,45.55402806938757,5.4159911856541365,2.8860147059629275,0.7675755564472971,-0.0038329410140403508,5.840821266174316,0.0,7.736169500276446E-4,86642.140625,60,ACT-CLJ0232.7+0214,2.027348641654E-4,0.960627050604175,-0.0059772559335224,0.0,2963.284520265193,-0.0240614842301671,1.0530569866977362,20.0,61,243.349704,172.849521,38.19541168,2.251797438,38.203832,2.184726,0.25,0.23,21,02324891+0211050,17.13,0.194,0.195,6.2,16.142,0.143,0.143,7.9,15.724,0.22,0.22,5.5,CBD,222,111,000,060606,0,0,0.988,0.418,1.406,11,3,8.603684142022786
ACT-CLJ0232.7+0214,149.0,45.0,4.0,6.0,38.202639163329295,2.1867974465998166,0.0011414449286088328,0.005336089741369848,148.99999964087638,45.00000231023221,2.999956981846416,2.9999588206450594,0.0,5.16789118212994E-6,4.9465422809184485,149.18443508017828,45.55402806938757,5.4159911856541365,2.8860147059629275,0.7675755564472971,-0.0038329410140403508,5.840821266174316,0.0,7.736169500276446E-4,86642.140625,60,ACT-CLJ0232.7+0214,2.027348641654E-4,0.960627050604175,-0.0059772559335224,0.0,2963.284520265193,-0.0240614842301671,1.0530569866977362,20.0,61,243.349704,172.849521,38.19541168,2.251797438,38.203832,2.184726,0.25,0.23,21,02324891+0211050,17.13,0.194,0.195,6.2,16.142,0.143,0.143,7.9,15.724,0.22,0.22,5.5,CBD,222,111,000,060606,0,0,0.988,0.418,1.406,11,3,8.603684142022786
ACT-CLJ0232.7+0214,149.0,45.0,4.0,7.0,38.202639163329295,2.1867974465998166,0.0011414449286088328,0.005336089741369848,148.99999964087638,45.00000231023221,2.999956981846416,2.9999588206450594,0.0,5.16789118212994E-6,4.9465422809184485,149.18443508017828,45.55402806938757,5.4159911856541365,2.8860147059629275,0.7675755564472971,-0.0038329410140403508,5.840821266174316,0.0,7.736169500276446E-4,86642.140625,60,ACT-CLJ0232.7+0214,2.027348641654E-4,0.960627050604175,-0.0059772559335224,0.0,2963.284520265193,-0.0240614842301671,1.0530569866977362,20.0,61,243.349704,172.849521,38.19541168,2.251797438,38.203832,2.184726,0.25,0.23,21,02324891+0211050,17.13,0.194,0.195,6.2,16.142,0.143,0.143,7.9,15.724,0.22,0.22,5.5,CBD,222,111,000,060606,0,0,0.988,0.418,1.406,11,3,8.603684142022786
ACT-CLJ0233.2+0211,131.0,85.0,4.0,7.0,38.31952628907916,2.1561271228348646,8.048489655085542E-4,9.717133786584379E-4,131.00000000016897,85.00000000000408,2.9999999946882268,2.999999995106511,0.0,1.4868597766870964E-5,2.140990164315285,128.64021721450834,81.52488718648901,3.5454116891126017,9.830945650912316,0.7469197778955783,0.017791846038590714,1.1867029666900635,0.0,3.707315481733531E-4,501567.78125,62,ACT-CLJ0233.2+0211,2.107550476646E-4,1.0103980807609414,0.1733468932646729,0.0028577960676726,2957.700668729266,0.0078784683144879,1.0499158943197668,20.0,63,167.893623,155.923827,38.30229187,2.198904991,38.321331,2.156325,0.06,0.06,0,02331711+0209227,14.734,0.037,0.039,58.7,14.422,0.031,0.032,38.5,14.32,0.056,0.057,20.1,AAA,222,111,000,666626,0,0,0.312,0.102,0.414,,,6.5313230761707475
ACT-CLJ0235.5-0005,222.0,264.0,4.0,7.0,38.84464976954617,-0.04365783222524342,0.0011474419763873491,0.0012142882954211491,221.99999992528694,263.9999999205084,3.000000214789298,3.000000221425786,0.0,-5.896950821381268E-6,1.4535769569196044,193.46645222862057,274.8103729530029,44.75061708718785,4.467630792235023,0.34165045425259877,-0.043391807081548564,3.057645797729492,0.0,2.96120997518301E-4,726607.5,70,ACT-CLJ0235.5-0005,9.549201060320705E-5,1.009136573895843,-0.0802240267054458,9.525986892242E-4,2850.414207222857,-0.0611739132822393,1.0875525086100153,20.0,71,233.804945,-32.449514,38.87798309,-0.1003244892,38.843136,-0.045519,0.12,0.06,0,02352235-0002438,13.462,0.026,0.028,165.1,13.029,0.02,0.022,109.0,12.908,0.029,0.03,58.0,AAA,222,111,000,666666,0,0,0.433,0.121,0.554,12,2,8.63658107609468
ACT-CLJ0235.5-0005,222.0,264.0,6.0,7.0,38.84464976954617,-0.04365783222524342,0.0011474419763873491,0.0012142882954211491,221.99999992528694,263.9999999205084,3.000000214789298,3.000000221425786,0.0,-5.896950821381268E-6,1.4535769569196044,193.46645222862057,274.8103729530029,44.75061708718785,4.467630792235023,0.34165045425259877,-0.043391807081548564,3.057645797729492,0.0,2.96120997518301E-4,726607.5,70,ACT-CLJ0235.5-0005,9.549201060320705E-5,1.009136573895843,-0.0802240267054458,9.525986892242E-4,2850.414207222857,-0.0611739132822393,1.0875525086100153,20.0,71,233.804945,-32.449514,38.87798309,-0.1003244892,38.843136,-0.045519,0.12,0.06,0,02352235-0002438,13.462,0.026,0.028,165.1,13.029,0.02,0.022,109.0,12.908,0.029,0.03,58.0,AAA,222,111,000,666666,0,0,0.433,0.121,0.554,12,2,8.63658107609468
ACT-CLJ0236.7-0228,157.0,49.0,2.0,4.0,39.18045002091211,-2.534354441865734,0.0010967505782709045,0.0020317481228850198,156.99999976111664,48.9999995297644,2.9999995495791927,2.999999117766855,0.0,-9.33886515252107E-7,6.789830750164082,156.3001720958589,48.40150875788873,3.852402332346531,2.198743186662301,-0.4234846393200601,-0.0326920513485736,8.201238632202148,0.0,2.646423236001283E-4,959107.0,72,ACT-CLJ0236.7-0228,9.800892139986929E-5,1.0723240492160715,-0.1251646011263051,9.526168384552E-4,2855.788055298271,-0.0432047899365384,1.099123582357257,20.0,73,225.654378,179.397774,39.17766953,-2.471576691,39.178329,-2.534255,0.2,0.18,1,02364279-0232033,16.905,0.149,0.15,7.4,15.732,,,,15.146,,,,BUU,200,100,000,060000,0,0,,,,13,14,7.636602637828919
ACT-CLJ0236.7-0228,157.0,49.0,2.0,5.0,39.18045002091211,-2.534354441865734,0.0010967505782709045,0.0020317481228850198,156.99999976111664,48.9999995297644,2.9999995495791927,2.999999117766855,0.0,-9.33886515252107E-7,6.789830750164082,156.3001720958589,48.40150875788873,3.852402332346531,2.198743186662301,-0.4234846393200601,-0.0326920513485736,8.201238632202148,0.0,2.646423236001283E-4,959107.0,72,ACT-CLJ0236.7-0228,9.800892139986929E-5,1.0723240492160715,-0.1251646011263051,9.526168384552E-4,2855.788055298271,-0.0432047899365384,1.099123582357257,20.0,73,225.654378,179.397774,39.17766953,-2.471576691,39.178329,-2.534255,0.2,0.18,1,02364279-0232033,16.905,0.149,0.15,7.4,15.732,,,,15.146,,,,BUU,200,100,000,060000,0,0,,,,13,14,7.636602637828919
ACT-CLJ0236.7-0228,157.0,49.0,2.0,6.0,39.18045002091211,-2.534354441865734,0.0010967505782709045,0.0020317481228850198,156.99999976111664,48.9999995297644,2.9999995495791927,2.999999117766855,0.0,-9.33886515252107E-7,6.789830750164082,156.3001720958589,48.40150875788873,3.852402332346531,2.198743186662301,-0.4234846393200601,-0.0326920513485736,8.201238632202148,0.0,2.646423236001283E-4,959107.0,72,ACT-CLJ0236.7-0228,9.800892139986929E-5,1.0723240492160715,-0.1251646011263051,9.526168384552E-4,2855.788055298271,-0.0432047899365384,1.099123582357257,20.0,73,225.654378,179.397774,39.17766953,-2.471576691,39.178329,-2.534255,0.2,0.18,1,02364279-0232033,16.905,0.149,0.15,7.4,15.732,,,,15.146,,,,BUU,200,100,000,060000,0,0,,,,13,14,7.636602637828919
ACT-CLJ0236.7-0228,157.0,49.0,2.0,7.0,39.18045002091211,-2.534354441865734,0.0010967505782709045,0.0020317481228850198,156.99999976111664,48.9999995297644,2.9999995495791927,2.999999117766855,0.0,-9.33886515252107E-7,6.789830750164082,156.3001720958589,48.40150875788873,3.852402332346531,2.198743186662301,-0.4234846393200601,-0.0326920513485736,8.201238632202148,0.0,2.646423236001283E-4,959107.0,72,ACT-CLJ0236.7-0228,9.800892139986929E-5,1.0723240492160715,-0.1251646011263051,9.526168384552E-4,2855.788055298271,-0.0432047899365384,1.099123582357257,20.0,73,225.654378,179.397774,39.17766953,-2.471576691,39.178329,-2.534255,0.2,0.18,1,02364279-0232033,16.905,0.149,0.15,7.4,15.732,,,,15.146,,,,BUU,200,100,000,060000,0,0,,,,13,14,7.636602637828919
ACT-CLJ0236.7-0228,157.0,49.0,3.0,4.0,39.18045002091211,-2.534354441865734,0.0010967505782709045,0.0020317481228850198,156.99999976111664,48.9999995297644,2.9999995495791927,2.999999117766855,0.0,-9.33886515252107E-7,6.789830750164082,156.3001720958589,48.40150875788873,3.852402332346531,2.198743186662301,-0.4234846393200601,-0.0326920513485736,8.201238632202148,0.0,2.646423236001283E-4,959107.0,72,ACT-CLJ0236.7-0228,9.800892139986929E-5,1.0723240492160715,-0.1251646011263051,9.526168384552E-4,2855.788055298271,-0.0432047899365384,1.099123582357257,20.0,73,225.654378,179.397774,39.17766953,-2.471576691,39.178329,-2.534255,0.2,0.18,1,02364279-0232033,16.905,0.149,0.15,7.4,15.732,,,,15.146,,,,BUU,200,100,000,060000,0,0,,,,13,14,7.636602637828919
ACT-CLJ0236.7-0228,157.0,48.0,3.0,5.0,39.18045002207588,-2.534909996761211,0.0011064374453027329,0.0020739846656528957,156.9999998865016,48.00000003471384,3.0000001556809406,2.9999999272266615,0.0,-9.54591182254587E-7,6.850990489839525,156.31812353715685,48.417115437245776,3.8272740198732844,2.1907853463869564,-0.42479536007517743,-0.0326802071918366,8.092937469482422,0.0,2.6679303846322E-4,893037.3125,72,ACT-CLJ0236.7-0228,9.800892139986929E-5,1.0723240492160715,-0.1251646011263051,9.526168384552E-4,2855.788055298271,-0.0432047899365384,1.099123582357257,20.0,73,225.654378,179.397774,39.17766953,-2.471576691,39.178329,-2.534255,0.2,0.18,1,02364279-0232033,16.905,0.149,0.15,7.4,15.732,,,,15.146,,,,BUU,200,100,000,060000,0,0,,,,13,14,7.984340322698965
ACT-CLJ0236.7-0228,157.0,48.0,3.0,6.0,39.18045002207588,-2.534909996761211,0.0011064374453027329,0.0020739846656528957,156.9999998865016,48.00000003471384,3.0000001556809406,2.9999999272266615,0.0,-9.54591182254587E-7,6.850990489839525,156.31812353715685,48.417115437245776,3.8272740198732844,2.1907853463869564,-0.42479536007517743,-0.0326802071918366,8.092937469482422,0.0,2.6679303846322E-4,893037.3125,72,ACT-CLJ0236.7-0228,9.800892139986929E-5,1.0723240492160715,-0.1251646011263051,9.526168384552E-4,2855.788055298271,-0.0432047899365384,1.099123582357257,20.0,73,225.654378,179.397774,39.17766953,-2.471576691,39.178329,-2.534255,0.2,0.18,1,02364279-0232033,16.905,0.149,0.15,7.4,15.732,,,,15.146,,,,BUU,200,100,000,060000,0,0,,,,13,14,7.984340322698965
ACT-CLJ0236.7-0228,157.0,48.0,3.0,7.0,39.18045002207588,-2.534909996761211,0.0011064374453027329,0.0020739846656528957,156.9999998865016,48.00000003471384,3.0000001556809406,2.9999999272266615,0.0,-9.54591182254587E-7,6.850990489839525,156.31812353715685,48.417115437245776,3.8272740198732844,2.1907853463869564,-0.42479536007517743,-0.0326802071918366,8.092937469482422,0.0,2.6679303846322E-4,893037.3125,72,ACT-CLJ0236.7-0228,9.800892139986929E-5,1.0723240492160715,-0.1251646011263051,9.526168384552E-4,2855.788055298271,-0.0432047899365384,1.099123582357257,20.0,73,225.654378,179.397774,39.17766953,-2.471576691,39.178329,-2.534255,0.2,0.18,1,02364279-0232033,16.905,0.149,0.15,7.4,15.732,,,,15.146,,,,BUU,200,100,000,060000,0,0,,,,13,14,7.984340322698965
ACT-CLJ0236.7-0228,157.0,49.0,4.0,5.0,39.18045002091211,-2.534354441865734,0.0010967505782709045,0.0020317481228850198,156.99999976111664,48.9999995297644,2.9999995495791927,2.999999117766855,0.0,-9.33886515252107E-7,6.789830750164082,156.3001720958589,48.40150875788873,3.852402332346531,2.198743186662301,-0.4234846393200601,-0.0326920513485736,8.201238632202148,0.0,2.646423236001283E-4,959107.0,72,ACT-CLJ0236.7-0228,9.800892139986929E-5,1.0723240492160715,-0.1251646011263051,9.526168384552E-4,2855.788055298271,-0.0432047899365384,1.099123582357257,20.0,73,225.654378,179.397774,39.17766953,-2.471576691,39.178329,-2.534255,0.2,0.18,1,02364279-0232033,16.905,0.149,0.15,7.4,15.732,,,,15.146,,,,BUU,200,100,000,060000,0,0,,,,13,14,7.636602637828919
ACT-CLJ0236.7-0228,157.0,49.0,4.0,6.0,39.18045002091211,-2.534354441865734,0.0010967505782709045,0.0020317481228850198,156.99999976111664,48.9999995297644,2.9999995495791927,2.999999117766855,0.0,-9.33886515252107E-7,6.789830750164082,156.3001720958589,48.40150875788873,3.852402332346531,2.198743186662301,-0.4234846393200601,-0.0326920513485736,8.201238632202148,0.0,2.646423236001283E-4,959107.0,72,ACT-CLJ0236.7-0228,9.800892139986929E-5,1.0723240492160715,-0.1251646011263051,9.526168384552E-4,2855.788055298271,-0.0432047899365384,1.099123582357257,20.0,73,225.654378,179.397774,39.17766953,-2.471576691,39.178329,-2.534255,0.2,0.18,1,02364279-0232033,16.905,0.149,0.15,7.4,15.732,,,,15.146,,,,BUU,200,100,000,060000,0,0,,,,13,14,7.636602637828919
ACT-CLJ0236.7-0228,157.0,49.0,4.0,7.0,39.18045002091211,-2.534354441865734,0.0010967505782709045,0.0020317481228850198,156.99999976111664,48.9999995297644,2.9999995495791927,2.999999117766855,0.0,-9.33886515252107E-7,6.789830750164082,156.3001720958589,48.40150875788873,3.852402332346531,2.198743186662301,-0.4234846393200601,-0.0326920513485736,8.201238632202148,0.0,2.646423236001283E-4,959107.0,72,ACT-CLJ0236.7-0228,9.800892139986929E-5,1.0723240492160715,-0.1251646011263051,9.526168384552E-4,2855.788055298271,-0.0432047899365384,1.099123582357257,20.0,73,225.654378,179.397774,39.17766953,-2.471576691,39.178329,-2.534255,0.2,0.18,1,02364279-0232033,16.905,0.149,0.15,7.4,15.732,,,,15.146,,,,BUU,200,100,000,060000,0,0,,,,13,14,7.636602637828919
